UniqueId,ValCarrier,JourneyType,Pax_A_BaseFare,Pax_A_Taxes,Origin,Destination,Camp_ID,ValidFrom,ValidTo,OperatingCarrierCode,SerialId,AirV,FltNum,D_AirportCode,D_AirportCityCode,D_AirportCountryCode,D_Terminal,D_Time,A_AirportCode,A_AirportCityCode,A_AirportCountryCode,A_Terminal,IsNextDayCount,A_Time,EquipType,IsReturn,BI_Pieces,BI_Description,Sector_Group,BaggageInfo
427,AY,1,1001,2,LHR,MSY,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,2,AY,779,MIA,MIA,US,3,2055,MSY,MSY,US,N,0,2309,738,FALSE,0,No check-in baggage included in the fare,0,01 Pcs included
427,AY,1,1001,2,LHR,MSY,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,3,AY,5770,MSY,MSY,US,N,915,CLT,CLT,US,N,0,1216,319,TRUE,0,No check-in baggage included in the fare,1,01 Pcs included
427,AY,1,1001,2,LHR,MSY,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,4,AY,5669,CLT,CLT,US,N,1810,LHR,LON,GB,5,1,650,772,TRUE,0,No check-in baggage included in the fare,1,01 Pcs included
426,AY,1,1001,2,LHR,MSY,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,1,AY,4032,LHR,LON,GB,5,935,MIA,MIA,US,N,0,1435,380,FALSE,0,No check-in baggage included in the fare,0,01 Pcs included
426,AY,1,1001,2,LHR,MSY,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,2,AY,6102,MIA,MIA,US,N,2035,MSY,MSY,US,N,0,2133,319,FALSE,0,No check-in baggage included in the fare,0,01 Pcs included
426,AY,1,1001,2,LHR,MSY,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,3,AY,5912,MSY,MSY,US,N,1411,CLT,CLT,US,N,0,1718,E75,TRUE,0,No check-in baggage included in the fare,1,01 Pcs included
426,AY,1,1001,2,LHR,MSY,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,4,AY,5669,CLT,CLT,US,N,1810,LHR,LON,GB,5,1,650,772,TRUE,0,No check-in baggage included in the fare,1,01 Pcs included
425,AY,1,1001,2,LHR,MSY,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,1,AY,5963,LHR,LON,GB,5,1150,ORD,ORD,US,5,0,1445,789,FALSE,0,No check-in baggage included in the fare,0,01 Pcs included
425,AY,1,1001,2,LHR,MSY,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,2,AY,779,ORD,ORD,US,3,2055,MSY,MSY,US,N,0,2309,738,FALSE,0,No check-in baggage included in the fare,0,01 Pcs included
425,AY,1,1001,2,LHR,MSY,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,3,AY,5912,MSY,MSY,US,N,1411,CLT,CLT,US,N,0,1718,E75,TRUE,0,No check-in baggage included in the fare,1,01 Pcs included
425,AY,1,1001,2,LHR,MSY,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,4,AY,5669,CLT,CLT,US,N,1810,LHR,LON,GB,5,1,650,772,TRUE,0,No check-in baggage included in the fare,1,01 Pcs included
424,AY,1,1001,2,LHR,MSY,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,1,AY,3043,LHR,LON,GB,5,1415,PHL,PHL,US,A,0,1715,359,FALSE,0,No check-in baggage included in the fare,0,01 Pcs included
424,AY,1,1001,2,LHR,MSY,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,2,AY,1705,PHL,PHL,US,0,2055,MSY,MSY,US,N,0,2258,319,FALSE,0,No check-in baggage included in the fare,0,01 Pcs included
424,AY,1,1001,2,LHR,MSY,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,3,AY,5912,MSY,MSY,US,N,1411,CLT,CLT,US,N,0,1718,E75,TRUE,0,No check-in baggage included in the fare,1,01 Pcs included
424,AY,1,1001,2,LHR,MSY,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,4,AY,5669,CLT,CLT,US,N,1810,LHR,LON,GB,5,1,650,772,TRUE,0,No check-in baggage included in the fare,1,01 Pcs included
423,AY,1,1001,2,LHR,MSY,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,1,AY,4051,LHR,LON,GB,5,1535,ORD,ORD,US,5,0,1830,789,FALSE,0,No check-in baggage included in the fare,0,01 Pcs included
423,AY,1,1001,2,LHR,MSY,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,2,AY,779,ORD,ORD,US,3,2055,MSY,MSY,US,N,0,2309,738,FALSE,0,No check-in baggage included in the fare,0,01 Pcs included
423,AY,1,1001,2,LHR,MSY,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,3,AY,5912,MSY,MSY,US,N,1411,CLT,CLT,US,N,0,1718,E75,TRUE,0,No check-in baggage included in the fare,1,01 Pcs included
423,AY,1,1001,2,LHR,MSY,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,4,AY,5669,CLT,CLT,US,N,1810,LHR,LON,GB,5,1,650,772,TRUE,0,No check-in baggage included in the fare,1,01 Pcs included
422,AY,1,1001,2,LHR,OMA,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,1,AY,5746,LHR,LON,GB,5,1155,ORD,ORD,US,5,0,1455,789,FALSE,0,No check-in baggage included in the fare,0,01 Pcs included
422,AY,1,1001,2,LHR,OMA,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,2,AY,5494,ORD,ORD,US,3,1700,OMA,OMA,US,N,0,1833,E75,FALSE,0,No check-in baggage included in the fare,0,01 Pcs included
422,AY,1,1001,2,LHR,OMA,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,3,AY,4544,OMA,OMA,US,N,1600,LAX,LAX,US,0,0,1736,CR7,TRUE,0,No check-in baggage included in the fare,1,01 Pcs included
422,AY,1,1001,2,LHR,OMA,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,4,AY,3022,LAX,LAX,US,B,2105,LHR,LON,GB,5,1,1525,380,TRUE,0,No check-in baggage included in the fare,1,01 Pcs included
421,AY,1,1001,2,LHR,OMA,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,1,AY,5963,LHR,LON,GB,5,1210,ORD,ORD,US,5,0,1505,789,FALSE,0,No check-in baggage included in the fare,0,01 Pcs included
421,AY,1,1001,2,LHR,OMA,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,2,AY,5494,ORD,ORD,US,3,1700,OMA,OMA,US,N,0,1833,E75,FALSE,0,No check-in baggage included in the fare,0,01 Pcs included
421,AY,1,1001,2,LHR,OMA,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,3,AY,4544,OMA,OMA,US,N,1600,LAX,LAX,US,0,0,1736,CR7,TRUE,0,No check-in baggage included in the fare,1,01 Pcs included
421,AY,1,1001,2,LHR,OMA,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,4,AY,3022,LAX,LAX,US,B,2105,LHR,LON,GB,5,1,1525,380,TRUE,0,No check-in baggage included in the fare,1,01 Pcs included
420,AY,1,1001,2,LHR,ORF,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,1,AY,5782,LHR,LON,GB,5,1015,CLT,CLT,US,N,0,1435,772,FALSE,0,No check-in baggage included in the fare,0,01 Pcs included
420,AY,1,1001,2,LHR,ORF,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,2,AY,6391,CLT,CLT,US,N,2225,ORF,ORF,US,N,0,2328,319,FALSE,0,No check-in baggage included in the fare,0,01 Pcs included
420,AY,1,1001,2,LHR,ORF,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,3,AY,5322,ORF,ORF,US,N,1731,JFK,JFK,US,8,0,1900,ERD,TRUE,0,No check-in baggage included in the fare,1,01 Pcs included
420,AY,1,1001,2,LHR,ORF,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,4,AY,4062,JFK,JFK,US,7,2015,LHR,LON,GB,5,1,810,777,TRUE,0,No check-in baggage included in the fare,1,01 Pcs included
419,AY,1,1001,2,LHR,ORF,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,1,AY,5782,LHR,LON,GB,5,1015,CLT,CLT,US,A,0,1435,772,FALSE,0,No check-in baggage included in the fare,0,01 Pcs included
419,AY,1,1001,2,LHR,ORF,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,2,AY,4521,CLT,CLT,US,N,1755,ORF,ORF,US,N,0,1908,CR9,FALSE,0,No check-in baggage included in the fare,0,01 Pcs included
419,AY,1,1001,2,LHR,ORF,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,3,AY,5322,ORF,ORF,US,N,1731,JFK,JFK,US,8,0,1900,ERD,TRUE,0,No check-in baggage included in the fare,1,01 Pcs included
419,AY,1,1001,2,LHR,ORF,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,4,AY,5431,JFK,JFK,US,7,2055,LHR,LON,GB,5,1,845,777,TRUE,0,No check-in baggage included in the fare,1,01 Pcs included
418,AY,1,1001,2,LHR,ORF,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,1,AY,3043,LHR,LON,GB,5,1415,PHL,PHL,US,A,0,1715,359,FALSE,0,No check-in baggage included in the fare,0,01 Pcs included
418,AY,1,1001,2,LHR,ORF,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,2,AY,4742,PHL,PHL,US,F,2055,ORF,ORF,US,N,0,2207,CR7,FALSE,0,No check-in baggage included in the fare,0,01 Pcs included
418,AY,1,1001,2,LHR,ORF,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,3,AY,5322,ORF,ORF,US,N,1731,JFK,JFK,US,8,0,1900,ERD,TRUE,0,No check-in baggage included in the fare,1,01 Pcs included
418,AY,1,1001,2,LHR,ORF,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,4,AY,3018,JFK,JFK,US,7,2145,LHR,LON,GB,5,1,935,777,TRUE,0,No check-in baggage included in the fare,1,01 Pcs included
417,AY,1,1001,2,LHR,ORF,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,1,AY,3043,LHR,LON,GB,5,1415,PHL,PHL,US,A,0,1715,359,FALSE,0,No check-in baggage included in the fare,0,01 Pcs included
417,AY,1,1001,2,LHR,ORF,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,2,AY,4742,PHL,PHL,US,F,2055,ORF,ORF,US,N,0,2207,CR7,FALSE,0,No check-in baggage included in the fare,0,01 Pcs included
417,AY,1,1001,2,LHR,ORF,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,3,AY,5322,ORF,ORF,US,N,1731,JFK,JFK,US,8,0,1900,ERD,TRUE,0,No check-in baggage included in the fare,1,01 Pcs included
417,AY,1,1001,2,LHR,ORF,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,4,AY,5534,JFK,JFK,US,8,1955,LHR,LON,GB,5,1,750,77W,TRUE,0,No check-in baggage included in the fare,1,01 Pcs included
416,AY,1,1001,2,LHR,ORF,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,1,AY,5782,LHR,LON,GB,5,1015,CLT,CLT,US,N,0,1435,772,FALSE,0,No check-in baggage included in the fare,0,01 Pcs included
416,AY,1,1001,2,LHR,ORF,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,2,AY,5255,CLT,CLT,US,N,1612,ORF,ORF,US,N,0,1728,CR9,FALSE,0,No check-in baggage included in the fare,0,01 Pcs included
416,AY,1,1001,2,LHR,ORF,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,3,AY,5322,ORF,ORF,US,N,1731,JFK,JFK,US,8,0,1900,ERD,TRUE,0,No check-in baggage included in the fare,1,01 Pcs included
416,AY,1,1001,2,LHR,ORF,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,4,AY,5534,JFK,JFK,US,8,1955,LHR,LON,GB,5,1,750,77W,TRUE,0,No check-in baggage included in the fare,1,01 Pcs included
415,AY,1,1001,2,LHR,PDX,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,1,AY,4027,LHR,LON,GB,5,1435,PHX,PHX,US,4,0,1815,789,FALSE,0,No check-in baggage included in the fare,0,01 Pcs included
415,AY,1,1001,2,LHR,PDX,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,2,AY,1107,PHX,PHX,US,4,2115,PDX,PDX,US,N,0,2256,738,FALSE,0,No check-in baggage included in the fare,0,01 Pcs included
415,AY,1,1001,2,LHR,PDX,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,3,AY,1220,PDX,PDX,US,N,1525,PHX,PHX,US,4,0,1906,738,TRUE,0,No check-in baggage included in the fare,1,01 Pcs included
415,AY,1,1001,2,LHR,PDX,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,4,AY,4011,DFW,DFW,US,D,2215,LHR,LON,GB,5,1,1315,789,TRUE,0,No check-in baggage included in the fare,1,01 Pcs included
414,AY,1,1001,2,LHR,PDX,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,1,AY,5970,LHR,LON,GB,5,1530,ORD,ORD,US,B,0,1850,380,FALSE,0,No check-in baggage included in the fare,0,01 Pcs included
414,AY,1,1001,2,LHR,PDX,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,2,AY,3375,ORD,ORD,US,N,2130,PDX,PDX,US,N,0,2352,CR7,FALSE,0,No check-in baggage included in the fare,0,01 Pcs included
414,AY,1,1001,2,LHR,PDX,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,3,AY,1220,PDX,PDX,US,N,1525,PHX,PHX,US,4,0,1906,738,TRUE,0,No check-in baggage included in the fare,1,01 Pcs included
414,AY,1,1001,2,LHR,PDX,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,4,AY,5956,PHX,PHX,US,4,2030,LHR,LON,GB,5,1,1320,789,TRUE,0,No check-in baggage included in the fare,1,01 Pcs included
413,AY,1,1001,2,LHR,PDX,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,1,AY,5963,LHR,LON,GB,5,1210,ORD,ORD,US,5,0,1505,789,FALSE,0,No check-in baggage included in the fare,0,01 Pcs included
413,AY,1,1001,2,LHR,PDX,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,2,AY,4580,ORD,ORD,US,3,1740,PDX,PDX,US,N,0,2003,738,FALSE,0,No check-in baggage included in the fare,0,01 Pcs included
413,AY,1,1001,2,LHR,PDX,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,3,AY,1220,PDX,PDX,US,N,1525,PHX,PHX,US,4,0,1906,738,TRUE,0,No check-in baggage included in the fare,1,01 Pcs included
413,AY,1,1001,2,LHR,PDX,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,4,AY,5956,PHX,PHX,US,4,2030,LHR,LON,GB,5,1,1320,789,TRUE,0,No check-in baggage included in the fare,1,01 Pcs included
412,AY,1,1001,2,LHR,PDX,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,1,AY,4027,LHR,LON,GB,5,1435,ORD,ORD,US,4,0,1815,789,FALSE,0,No check-in baggage included in the fare,0,01 Pcs included
412,AY,1,1001,2,LHR,PDX,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,2,AY,1107,ORD,ORD,US,4,2115,PDX,PDX,US,N,0,2256,738,FALSE,0,No check-in baggage included in the fare,0,01 Pcs included
412,AY,1,1001,2,LHR,PDX,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,3,AY,1220,PDX,PDX,US,N,1525,PHX,PHX,US,4,0,1906,738,TRUE,0,No check-in baggage included in the fare,1,01 Pcs included
412,AY,1,1001,2,LHR,PDX,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,4,AY,5956,PHX,PHX,US,4,2030,LHR,LON,GB,5,1,1320,789,TRUE,0,No check-in baggage included in the fare,1,01 Pcs included
411,AY,1,1001,2,LHR,RIC,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,1,AY,4029,LHR,LON,GB,5,1115,MIA,MIA,US,N,0,1620,77W,FALSE,0,No check-in baggage included in the fare,0,01 Pcs included
411,AY,1,1001,2,LHR,RIC,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,2,AY,4029,MIA,MIA,US,N,2130,RIC,RIC,US,N,0,1,ER4,FALSE,0,No check-in baggage included in the fare,0,01 Pcs included
411,AY,1,1001,2,LHR,RIC,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,3,AY,6743,RIC,RIC,US,N,1343,JFK,JFK,US,8,0,1459,E75,TRUE,0,No check-in baggage included in the fare,1,01 Pcs included
411,AY,1,1001,2,LHR,RIC,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,4,AY,4038,JFK,JFK,US,7,1925,LHR,LON,GB,5,1,720,788,TRUE,0,No check-in baggage included in the fare,1,01 Pcs included
410,AY,1,1001,2,LHR,RIC,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,1,AY,4029,LHR,LON,GB,5,1115,MIA,MIA,US,N,0,1620,77W,FALSE,0,No check-in baggage included in the fare,0,01 Pcs included
410,AY,1,1001,2,LHR,RIC,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,2,AY,4029,MIA,MIA,US,N,2130,RIC,RIC,US,N,0,1,ER4,FALSE,0,No check-in baggage included in the fare,0,01 Pcs included
410,AY,1,1001,2,LHR,RIC,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,3,AY,3873,RIC,RIC,US,N,1520,JFK,JFK,US,3,0,1625,E75,TRUE,0,No check-in baggage included in the fare,1,01 Pcs included
410,AY,1,1001,2,LHR,RIC,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,4,AY,5824,JFK,JFK,US,3,1920,LHR,LON,GB,5,1,840,788,TRUE,0,No check-in baggage included in the fare,1,01 Pcs included
409,AY,1,1001,2,LHR,RIC,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,1,AY,4059,LHR,LON,GB,5,1410,MIA,MIA,US,N,0,1915,777,FALSE,0,No check-in baggage included in the fare,0,01 Pcs included
409,AY,1,1001,2,LHR,RIC,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,2,AY,4059,MIA,MIA,US,N,2110,RIC,RIC,US,N,0,1,ER4,FALSE,0,No check-in baggage included in the fare,0,01 Pcs included
409,AY,1,1001,2,LHR,RIC,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,3,AY,5974,RIC,RIC,US,N,1316,JFK,JFK,US,F,0,1423,ER4,TRUE,0,No check-in baggage included in the fare,1,01 Pcs included
409,AY,1,1001,2,LHR,RIC,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,4,AY,5974,JFK,JFK,US,A,1935,LHR,LON,GB,5,1,725,359,TRUE,0,No check-in baggage included in the fare,1,01 Pcs included
408,AY,1,1001,2,LHR,RIC,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,1,AY,4032,LHR,LON,GB,5,935,MIA,MIA,US,N,0,1435,380,FALSE,0,No check-in baggage included in the fare,0,01 Pcs included
408,AY,1,1001,2,LHR,RIC,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,2,AY,4032,MIA,MIA,US,N,2130,RIC,RIC,US,N,0,1,ER4,FALSE,0,No check-in baggage included in the fare,0,01 Pcs included
408,AY,1,1001,2,LHR,RIC,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,3,AY,6743,RIC,RIC,US,N,1343,JFK,JFK,US,8,0,1459,ERD,TRUE,0,No check-in baggage included in the fare,1,01 Pcs included
408,AY,1,1001,2,LHR,RIC,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,4,AY,4063,JFK,JFK,US,7,1830,LHR,LON,GB,5,1,625,777,TRUE,0,No check-in baggage included in the fare,1,01 Pcs included
407,AY,1,1001,2,LHR,RIC,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,1,AY,4059,LHR,LON,GB,5,1410,MIA,MIA,US,N,0,1915,777,FALSE,0,No check-in baggage included in the fare,0,01 Pcs included
407,AY,1,1001,2,LHR,RIC,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,2,AY,4059,MIA,MIA,US,N,2130,RIC,RIC,US,N,0,1,ER4,FALSE,0,No check-in baggage included in the fare,0,01 Pcs included
407,AY,1,1001,2,LHR,RIC,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,3,AY,5359,RIC,RIC,US,N,943,JFK,JFK,US,8,0,1100,ERD,TRUE,0,No check-in baggage included in the fare,1,01 Pcs included
407,AY,1,1001,2,LHR,RIC,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,4,AY,5534,JFK,JFK,US,8,1955,LHR,LON,GB,5,1,750,77W,TRUE,0,No check-in baggage included in the fare,1,01 Pcs included
406,AY,1,1001,2,LHR,RNO,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,1,AY,4029,LHR,LON,GB,N,1115,MIA,MIA,US,N,0,1620,77W,FALSE,0,No check-in baggage included in the fare,0,01 Pcs included
406,AY,1,1001,2,LHR,RNO,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,2,AY,4029,MIA,MIA,US,N,2130,RIC,RIC,US,N,0,1,ER4,FALSE,0,No check-in baggage included in the fare,0,01 Pcs included
406,AY,1,1001,2,LHR,RNO,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,3,AY,5359,RIC,RIC,US,N,943,JFK,JFK,US,8,0,1100,ERD,TRUE,0,No check-in baggage included in the fare,1,01 Pcs included
406,AY,1,1001,2,LHR,RNO,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,4,AY,5534,JFK,JFK,US,B,1955,LHR,LON,GB,5,1,750,77W,TRUE,0,No check-in baggage included in the fare,1,01 Pcs included
405,AY,1,1001,2,LHR,RNO,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,1,AY,4027,LHR,LON,GB,5,1240,ORD,ORD,US,5,0,1605,773,FALSE,0,No check-in baggage included in the fare,0,01 Pcs included
405,AY,1,1001,2,LHR,RNO,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,2,AY,3432,ORD,ORD,US,4,2000,RNO,RNO,US,N,0,2126,319,FALSE,0,No check-in baggage included in the fare,0,01 Pcs included
405,AY,1,1001,2,LHR,RNO,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,3,AY,3080,RNO,RNO,US,N,830,PHX,PHX,US,0,0,1340,738,TRUE,0,No check-in baggage included in the fare,1,01 Pcs included
405,AY,1,1001,2,LHR,RNO,TJ_MMD,1/1/2019 0:00,1/1/2022 0:00,AA,4,AY,3022,PHX,PHX,US,B,1505,LHR,LON,GB,5,1,620,77W,TRUE,0,No check-in baggage included in the fare,1,01 Pcs included
